Variable1,Variable2,Correlation Coefficient,p.value,p.adjusted,Method
Target_Calcific,hsa-miR-1287-5p,0.22378410747249258,0.039431772060000383,0.4564270142586239,Kendall
Age,hsa-miR-129-5p,0.03879495832253394,0.5722823514036348,0.9005644602273951,Kendall
BMI,hsa-miR-129-5p,-0.02248921607451692,0.739831030280842,0.9566585611439493,Kendall
WBC,hsa-miR-129-5p,-0.15729014068660194,0.02024747448046656,0.3908718400444073,Kendall
RBC,hsa-miR-129-5p,-0.12269481137187772,0.06996924176565082,0.5307456379067308,Kendall
HGB,hsa-miR-129-5p,-0.11544901180021307,0.0905434396707282,0.56386631594881,Kendall
HCT,hsa-miR-129-5p,-0.060052807876187386,0.3763145616993302,0.8161518832945988,Kendall
PLT,hsa-miR-129-5p,0.05000021126418374,0.4601617749582984,0.8631792772093572,Kendall
NE_abs,hsa-miR-129-5p,-0.06091292793966898,0.37014339918805494,0.8137582766341129,Kendall
LY_abs,hsa-miR-129-5p,-0.07444735806801472,0.27853008383988026,0.7523604522759093,Kendall
MO_abs,hsa-miR-129-5p,-0.037710622566307986,0.5965098140232612,0.909218764990534,Kendall
Eo_Abs,hsa-miR-129-5p,0.02840309718821704,0.7013490701368814,0.9459910410714166,Kendall
Total_cholesterol,hsa-miR-129-5p,0.16228247434542398,0.01632057287481584,0.3680002721846603,Kendall
LDL,hsa-miR-129-5p,0.11592315035212704,0.08640317994672872,0.5531213588480824,Kendall
HDL,hsa-miR-129-5p,0.15483583598589476,0.022341095933142367,0.39931578155732333,Kendall
TG,hsa-miR-129-5p,0.005422282589681452,0.9361149636507762,0.98952012187053,Kendall
Creatinine,hsa-miR-129-5p,0.014438921316812986,0.8321751547183143,0.9685801205789674,Kendall
ALAT,hsa-miR-129-5p,-0.1028100641472387,0.13057856150196345,0.6147112650726806,Kendall
ASAT,hsa-miR-129-5p,-0.0998094830435144,0.1461956832610749,0.6297660202015534,Kendall
Glucose,hsa-miR-129-5p,0.13974953138375537,0.04107360208798521,0.46227936467653946,Kendall
HbA1c,hsa-miR-129-5p,-0.08525479718262412,0.3396842333186691,0.7996418760304792,Kendall
Target_fibrotic,hsa-miR-129-5p,0.11882184103986772,0.27205719325727906,0.7454091335443257,Kendall
Target_lipidic,hsa-miR-129-5p,-0.10054155780296499,0.35270130571680924,0.8066005108515873,Kendall
Target_necrotic,hsa-miR-129-5p,-0.12495442104121515,0.24822077779502094,0.7309015794522647,Kendall
Target_Calcific,hsa-miR-129-5p,0.02437371098253697,0.8217459181197517,0.9685801205789674,Kendall
Age,hsa-miR-1290,-0.0010939868381623717,0.9860096176872376,0.9979460576670547,Kendall
BMI,hsa-miR-1290,0.08053634503340391,0.19038333396679094,0.6794613494110134,Kendall
WBC,hsa-miR-1290,0.03435761964140451,0.5765539785072742,0.9006841123367939,Kendall
RBC,hsa-miR-1290,-0.06329052284056393,0.30335479738917404,0.7733189653651483,Kendall
HGB,hsa-miR-1290,-0.0970642143013019,0.1171272221422362,0.6016356395372838,Kendall
HCT,hsa-miR-1290,-0.02759073049777676,0.6544601468352684,0.9240598560596841,Kendall
PLT,hsa-miR-1290,0.04378181311801339,0.4763937584999748,0.8718850595298655,Kendall
NE_abs,hsa-miR-1290,3.603685785826616e-4,0.9953417662704424,0.9990262750258483,Kendall
LY_abs,hsa-miR-1290,0.04133300034992157,0.5076469096490148,0.8820401822150802,Kendall
MO_abs,hsa-miR-1290,0.03192617266431083,0.6215480154051063,0.918637639999598,Kendall
Eo_Abs,hsa-miR-1290,0.043007668778848374,0.5223853694143934,0.8869091507336312,Kendall
Total_cholesterol,hsa-miR-1290,0.027459841118971512,0.6545348116212152,0.9240598560596841,Kendall
LDL,hsa-miR-1290,-0.01624586294833587,0.7913204017375006,0.964626193016168,Kendall
HDL,hsa-miR-1290,2.3952955721960245e-4,0.9968950545144045,0.9996424999623176,Kendall
TG,hsa-miR-1290,-0.03550104113454174,0.5633686830592178,0.8971838992529558,Kendall
Creatinine,hsa-miR-1290,-0.1422372842666056,0.021522653379921024,0.3953206554910063,Kendall
ALAT,hsa-miR-1290,0.0800454150465504,0.19493712871251306,0.6832738234758173,Kendall
ASAT,hsa-miR-1290,0.02114334124683206,0.7346333628303171,0.9552659933552101,Kendall
Glucose,hsa-miR-1290,-0.10706921663161437,0.08481315109690425,0.551868033701044,Kendall
HbA1c,hsa-miR-1290,0.0278204737764828,0.7319592620997278,0.9551396071904356,Kendall
Target_fibrotic,hsa-miR-1290,-0.05821186619710328,0.5592400092150378,0.8967988334366759,Kendall
Target_lipidic,hsa-miR-1290,0.07353077835423572,0.4607288471263203,0.8633382654143819,Kendall
Target_necrotic,hsa-miR-1290,0.06819052539316608,0.4940547572085774,0.8757813019517214,Kendall
Target_Calcific,hsa-miR-1290,0.08272212564851518,0.40662182549726616,0.8315947547580669,Kendall
Age,hsa-miR-1292-5p,-0.022148397104199673,0.7338870439093819,0.9552180571518939,Kendall
BMI,hsa-miR-1292-5p,-0.09503545891240253,0.138946383239305,0.6252694614393566,Kendall
WBC,hsa-miR-1292-5p,-0.01536507848671543,0.8109866940911652,0.9685801205789674,Kendall
RBC,hsa-miR-1292-5p,0.020977321378339367,0.7439005228874151,0.9566585611439493,Kendall
HGB,hsa-miR-1292-5p,0.012159662608412017,0.8508932162076744,0.970855002115507,Kendall
HCT,hsa-miR-1292-5p,0.06021227870573728,0.34959593307177533,0.8058958457156588,Kendall
PLT,hsa-miR-1292-5p,0.1421565920406647,0.026812669698565987,0.4107609930764889,Kendall
NE_abs,hsa-miR-1292-5p,-0.011976240378338311,0.852598999389765,0.970855002115507,Kendall
LY_abs,hsa-miR-1292-5p,-0.007940876833329138,0.9029909127477116,0.9815827069173628,Kendall
MO_abs,hsa-miR-1292-5p,-0.06559356569482064,0.3314695897573954,0.7951967345784039,Kendall
Eo_Abs,hsa-miR-1292-5p,-0.05964519194132719,0.39567039888054667,0.8260211964338349,Kendall
Total_cholesterol,hsa-miR-1292-5p,0.10110909242347248,0.11460509865531736,0.5999068269119742,Kendall
LDL,hsa-miR-1292-5p,0.12361387385493182,0.053853418591509807,0.493353477108207,Kendall
HDL,hsa-miR-1292-5p,0.061761412431838185,0.33660904403523745,0.7986782966981453,Kendall
TG,hsa-miR-1292-5p,-0.0809557519250344,0.2069907772695249,0.6915514003646757,Kendall
Creatinine,hsa-miR-1292-5p,-0.06638717985514365,0.30422669099081123,0.7743952134311558,Kendall
ALAT,hsa-miR-1292-5p,-0.05137438702086018,0.42567501134935504,0.8436091278848757,Kendall
ASAT,hsa-miR-1292-5p,-0.06308094090340702,0.332828336428463,0.7951967345784039,Kendall
Glucose,hsa-miR-1292-5p,0.08124461034478303,0.21045909369381516,0.6964788683247521,Kendall
HbA1c,hsa-miR-1292-5p,-0.12509868282755685,0.14227345373831093,0.6264570190682877,Kendall
Target_fibrotic,hsa-miR-1292-5p,-0.03860539374884228,0.7153584446203183,0.9523364836769912,Kendall
Target_lipidic,hsa-miR-1292-5p,0.11802220374646069,0.26491665076419657,0.7437432707235103,Kendall
Target_necrotic,hsa-miR-1292-5p,0.0584779192689909,0.5807956842232518,0.9033724059658849,Kendall
Target_Calcific,hsa-miR-1292-5p,-0.03860539374884228,0.7153584446203183,0.9523364836769912,Kendall
Age,hsa-miR-1294,-0.08513561041462313,0.1662933793700862,0.6500602038054134,Kendall
BMI,hsa-miR-1294,0.04324033532090167,0.4757625711188996,0.8713248045378836,Kendall
WBC,hsa-miR-1294,0.011596970171774674,0.8483738977337342,0.9695701688385533,Kendall
RBC,hsa-miR-1294,0.050996345782043255,0.4002193432501492,0.8281302520557823,Kendall
HGB,hsa-miR-1294,-0.01600247655548709,0.7932887906102843,0.964626193016168,Kendall
HCT,hsa-miR-1294,0.02452004075853714,0.686602619001565,0.939061775824085,Kendall
PLT,hsa-miR-1294,-0.008922914920123481,0.8829630036691742,0.9793936947984034,Kendall
NE_abs,hsa-miR-1294,0.046546713537677586,0.44432151561186217,0.8537920593126554,Kendall
LY_abs,hsa-miR-1294,-0.01825379135900555,0.7666327669077789,0.9590338982329908,Kendall
MO_abs,hsa-miR-1294,0.011828992025535542,0.85280773092052,0.9709321736496762,Kendall
Eo_Abs,hsa-miR-1294,0.07629348762071685,0.2496878568611392,0.7318302743435174,Kendall
Total_cholesterol,hsa-miR-1294,-0.043255880389321356,0.47461703522020066,0.8697541050472348,Kendall
LDL,hsa-miR-1294,-0.023028217494292267,0.703617954122546,0.9475113329415634,Kendall
HDL,hsa-miR-1294,0.004756815884481548,0.9375180344546283,0.9896108739091464,Kendall
TG,hsa-miR-1294,-0.0506022055893522,0.4034582763198599,0.8304657298924119,Kendall
Creatinine,hsa-miR-1294,0.04748553470822559,0.4363184369762082,0.8487635161877212,Kendall
ALAT,hsa-miR-1294,0.02794324526977316,0.6462658850455814,0.9218222025665697,Kendall
ASAT,hsa-miR-1294,-0.04838041197410529,0.43141711411206424,0.8468512630390135,Kendall
Glucose,hsa-miR-1294,-0.041840121785249394,0.4945190708756756,0.8757813019517214,Kendall
HbA1c,hsa-miR-1294,-0.00990286506270493,0.9014532799942416,0.9815827069173628,Kendall
Target_fibrotic,hsa-miR-1294,-0.16954960476037342,0.08133197477787765,0.5460181698538219,Kendall
Target_lipidic,hsa-miR-1294,0.061718893783064804,0.5257646208968472,0.8886240772701443,Kendall
Target_necrotic,hsa-miR-1294,0.17102201662604757,0.07881019529454268,0.5416158839493108,Kendall
Target_Calcific,hsa-miR-1294,0.0872577463829537,0.369702942848102,0.8137582766341129,Kendall
Age,hsa-miR-1301-3p,-0.17515729172822045,0.003859228916979188,0.20007935404755145,Kendall
BMI,hsa-miR-1301-3p,-0.059998394999108175,0.3154036680008792,0.7845014899555603,Kendall
WBC,hsa-miR-1301-3p,0.004174399823407668,0.9443327768940599,0.9909377675726634,Kendall
RBC,hsa-miR-1301-3p,-0.04239571898627618,0.47797956080439913,0.8722104735178473,Kendall
HGB,hsa-miR-1301-3p,-0.08056764081827782,0.180714908320541,0.6663781962068651,Kendall
HCT,hsa-miR-1301-3p,-0.05200490930640854,0.38527986185657553,0.8209462191886455,Kendall
PLT,hsa-miR-1301-3p,0.08624327522644029,0.1488419580043407,0.6320736169752766,Kendall
NE_abs,hsa-miR-1301-3p,0.08196253399457534,0.17176123563848317,0.6608537193796414,Kendall
LY_abs,hsa-miR-1301-3p,-0.08902053132147862,0.1419724087723662,0.6264570190682877,Kendall
MO_abs,hsa-miR-1301-3p,0.0800757007013471,0.20253651646741852,0.6889621780684537,Kendall
Eo_Abs,hsa-miR-1301-3p,0.08119289901584416,0.2138720378680841,0.6997873671555407,Kendall
Total_cholesterol,hsa-miR-1301-3p,-0.04399446999108038,0.4606351170748035,0.8633382654143819,Kendall
LDL,hsa-miR-1301-3p,-0.04705776614205931,0.4302499548087298,0.8462376571321468,Kendall
HDL,hsa-miR-1301-3p,-0.04300364224732555,0.47213197108794086,0.8679063295579762,Kendall
TG,hsa-miR-1301-3p,-0.02151637754755715,0.7185295015178571,0.9542065658352192,Kendall
Creatinine,hsa-miR-1301-3p,-0.018387797707034595,0.7597358620872062,0.9582516085404255,Kendall
ALAT,hsa-miR-1301-3p,0.15653859202509138,0.009091536649736527,0.28725919469442757,Kendall
ASAT,hsa-miR-1301-3p,0.0873775890726299,0.14938947261405564,0.6339178489685712,Kendall
Glucose,hsa-miR-1301-3p,0.07661993445115613,0.20434801003783365,0.6889621780684537,Kendall
HbA1c,hsa-miR-1301-3p,-0.15298874029978324,0.04998279930241034,0.4835414629143293,Kendall
Target_fibrotic,hsa-miR-1301-3p,-0.1090794920346905,0.2530887544083162,0.7330846679413296,Kendall
Target_lipidic,hsa-miR-1301-3p,0.008807660847521593,0.9264738537973671,0.9867323927538281,Kendall
Target_necrotic,hsa-miR-1301-3p,0.097592360534079,0.30667464253531634,0.7760378169666639,Kendall
Target_Calcific,hsa-miR-1301-3p,0.04403830423760796,0.644503866848289,0.9210254429151482,Kendall
Age,hsa-miR-1303,-0.021255410088349896,0.7530991422895241,0.9571894560189103,Kendall
BMI,hsa-miR-1303,0.015736008931232007,0.8132501163094065,0.9685801205789674,Kendall
WBC,hsa-miR-1303,-0.05878116307979852,0.37770492967366653,0.8168387929645887,Kendall
RBC,hsa-miR-1303,-0.013556822755537472,0.8386939826084596,0.9686911330901634,Kendall
HGB,hsa-miR-1303,0.006072334005152436,0.9278827264731427,0.9868652421879593,Kendall
HCT,hsa-miR-1303,0.0020137543749474884,0.9759379140256277,0.9953994507338395,Kendall
PLT,hsa-miR-1303,0.02895000535605618,0.663729057997849,0.9295054154583627,Kendall
NE_abs,hsa-miR-1303,-0.041842237183743684,0.5313857394844382,0.8901970392766195,Kendall
LY_abs,hsa-miR-1303,0.0336723240900867,0.6182699301751162,0.918637639999598,Kendall
MO_abs,hsa-miR-1303,-0.010142333340774863,0.884891582623909,0.9793936947984034,Kendall
Eo_Abs,hsa-miR-1303,0.016861212983720314,0.8169463888972641,0.9685801205789674,Kendall
Total_cholesterol,hsa-miR-1303,0.22280036679848852,8.014569443997611e-4,0.1211285777645569,Kendall
LDL,hsa-miR-1303,0.1966845413829016,0.0030984142872362594,0.18196218602540556,Kendall
HDL,hsa-miR-1303,0.10521523937062163,0.11449837037769256,0.5999068269119742,Kendall
TG,hsa-miR-1303,0.019062479058062732,0.7745044676938929,0.961742702988198,Kendall
Creatinine,hsa-miR-1303,-0.07480599640437759,0.26433189265114615,0.7434536858232318,Kendall
ALAT,hsa-miR-1303,-0.14324903804693734,0.03222329977187718,0.4346428037728565,Kendall
ASAT,hsa-miR-1303,-0.15230784327310556,0.024169152907783643,0.40803216967846506,Kendall
Glucose,hsa-miR-1303,0.028263615314848892,0.6744571928551586,0.9344719678389083,Kendall
HbA1c,hsa-miR-1303,0.026877142663983965,0.7609116153412419,0.9582516085404255,Kendall
Target_fibrotic,hsa-miR-1303,-0.1442512484311159,0.17862998086461188,0.6657978281943754,Kendall
Target_lipidic,hsa-miR-1303,-0.014295168763443918,0.8939665413751432,0.9814546736638099,Kendall
Target_necrotic,hsa-miR-1303,0.12089703503657315,0.25978526723032397,0.7400277090689593,Kendall
Target_Calcific,hsa-miR-1303,0.139053005244409,0.19479730174289347,0.6831791315707995,Kendall
Age,hsa-miR-1304-3p,-0.027326066752605904,0.6737964167394176,0.9344719678389083,Kendall
BMI,hsa-miR-1304-3p,-0.0949004834928338,0.1380894308335322,0.6237114751353244,Kendall
WBC,hsa-miR-1304-3p,-0.053553864770322084,0.40284434237041067,0.8304657298924119,Kendall
RBC,hsa-miR-1304-3p,-0.06879474332267786,0.2822679435155654,0.7541248068671114,Kendall
HGB,hsa-miR-1304-3p,-0.09807317164697275,0.12811077499036788,0.611536778436825,Kendall
HCT,hsa-miR-1304-3p,-0.07209438746863578,0.2610176368100086,0.741126640170347,Kendall
PLT,hsa-miR-1304-3p,0.07405385593726474,0.24702053208377836,0.7304581673680149,Kendall
NE_abs,hsa-miR-1304-3p,-0.007463504731363147,0.907487570011935,0.9826811865095858,Kendall
LY_abs,hsa-miR-1304-3p,-0.09915387084423512,0.12666443148073428,0.611536778436825,Kendall
MO_abs,hsa-miR-1304-3p,-0.0678218444036779,0.3135633465679647,0.7845014899555603,Kendall
Eo_Abs,hsa-miR-1304-3p,0.02382821094013873,0.733439986605683,0.9551396071904356,Kendall
Total_cholesterol,hsa-miR-1304-3p,0.035741314330455236,0.5756444741649336,0.9006841123367939,Kendall
LDL,hsa-miR-1304-3p,0.05019971801530287,0.4319925591708586,0.8471141831938955,Kendall
HDL,hsa-miR-1304-3p,0.05587707044534059,0.3829533629432177,0.8181292158943676,Kendall
TG,hsa-miR-1304-3p,-0.10451534585637252,0.1020535926390348,0.5819082335245626,Kendall
Creatinine,hsa-miR-1304-3p,-0.1297975185465355,0.04380135758574558,0.4651528101124968,Kendall
ALAT,hsa-miR-1304-3p,-0.015749786893355947,0.8063817313184949,0.9675987826532967,Kendall
ASAT,hsa-miR-1304-3p,-0.057379282545910244,0.37665685671429305,0.8163664030988201,Kendall
Glucose,hsa-miR-1304-3p,0.19817269598430623,0.0021720842946978693,0.16441007276790026,Kendall
HbA1c,hsa-miR-1304-3p,-0.1263019542864838,0.134204713511046,0.6190942395266644,Kendall
Target_fibrotic,hsa-miR-1304-3p,0.08962756645589164,0.3787192802990576,0.8172363416979664,Kendall
Target_lipidic,hsa-miR-1304-3p,-0.13988601493583086,0.16948470827737894,0.6554804439161067,Kendall
Target_necrotic,hsa-miR-1304-3p,-0.0745733981660213,0.46405168720710505,0.8654028786242481,Kendall
Target_Calcific,hsa-miR-1304-3p,0.13988601493583086,0.16948470827737894,0.6554804439161067,Kendall
Age,hsa-miR-1306-5p,-0.2096745030847755,4.824883294786243e-4,0.08982107063375037,Kendall
BMI,hsa-miR-1306-5p,0.040550857435155845,0.49353507874980584,0.8757813019517214,Kendall
WBC,hsa-miR-1306-5p,-0.011892010217127932,0.8409139759199793,0.9690960486433804,Kendall
RBC,hsa-miR-1306-5p,-0.054093153161668676,0.36095180127040594,0.8122149943540938,Kendall
HGB,hsa-miR-1306-5p,-0.02003764228620885,0.736922098545554,0.9566585611439493,Kendall
HCT,hsa-miR-1306-5p,-0.012807475349345317,0.8291748264349452,0.9685801205789674,Kendall
PLT,hsa-miR-1306-5p,0.06096987815930971,0.30308045485939406,0.7731378084733482,Kendall
NE_abs,hsa-miR-1306-5p,3.3456248555999304e-4,0.9955088442116399,0.9990262750258483,Kendall
LY_abs,hsa-miR-1306-5p,-0.06726584460307182,0.2628386712543019,0.7419806424588653,Kendall
MO_abs,hsa-miR-1306-5p,-0.011336387821892948,0.8555391001204257,0.9719533764851547,Kendall
Eo_Abs,hsa-miR-1306-5p,0.08138166173637998,0.20866221880034183,0.6945410609878123,Kendall
Total_cholesterol,hsa-miR-1306-5p,-0.07969469258065792,0.1774515533058313,0.6639673894511888,Kendall
LDL,hsa-miR-1306-5p,-0.04591288077293478,0.4374165832160113,0.8492421118558674,Kendall
HDL,hsa-miR-1306-5p,-0.03335651696257395,0.5735833708163018,0.9006841123367939,Kendall
TG,hsa-miR-1306-5p,-0.019420169419744653,0.7427110202856563,0.9566585611439493,Kendall
Creatinine,hsa-miR-1306-5p,0.04539624308883608,0.44612249577430513,0.8546736575307631,Kendall
ALAT,hsa-miR-1306-5p,0.06851109803062258,0.24929799922805043,0.7318302743435174,Kendall
ASAT,hsa-miR-1306-5p,0.009927442226077776,0.8687177457988866,0.9763400590948447,Kendall
Glucose,hsa-miR-1306-5p,0.10007587217907993,0.09434862331754457,0.564700459198913,Kendall
HbA1c,hsa-miR-1306-5p,-0.16081537258861822,0.037202223280656865,0.4511424541499375,Kendall
Target_fibrotic,hsa-miR-1306-5p,-0.19092241944408755,0.043941254721684905,0.4651528101124968,Kendall
Target_lipidic,hsa-miR-1306-5p,0.08277755248624775,0.38239880827112943,0.8178379918633287,Kendall
Target_necrotic,hsa-miR-1306-5p,0.2009988124708171,0.03397564601695882,0.4346428037728565,Kendall
Target_Calcific,hsa-miR-1306-5p,0.06141560345753865,0.5169400154823007,0.8855768160498126,Kendall
Age,hsa-miR-1307-3p,2.6111745793315385e-4,0.9967446956290094,0.9996424999623176,Kendall
BMI,hsa-miR-1307-3p,-0.06619427149772797,0.2941040744826522,0.7655506877746162,Kendall
WBC,hsa-miR-1307-3p,0.0066862227397517385,0.9156321408014407,0.9843093791199174,Kendall
RBC,hsa-miR-1307-3p,-0.06014024462374754,0.34038182063318306,0.7996418760304792,Kendall
HGB,hsa-miR-1307-3p,-0.11319077189689686,0.07486981384898966,0.5338416092562829,Kendall
HCT,hsa-miR-1307-3p,-0.09534620431530386,0.13161762292237528,0.6151476043049425,Kendall
PLT,hsa-miR-1307-3p,0.10265870054312998,0.10358544459884217,0.5872399525899793,Kendall
NE_abs,hsa-miR-1307-3p,-0.027739616190984223,0.6613227672121278,0.9278874193750143,Kendall
LY_abs,hsa-miR-1307-3p,0.055885367292500765,0.3825601059500065,0.8178379918633287,Kendall
MO_abs,hsa-miR-1307-3p,-0.030465921976349113,0.6461001914019581,0.9218222025665697,Kendall
Eo_Abs,hsa-miR-1307-3p,0.017653622120944634,0.7980052705044841,0.964626193016168,Kendall
Total_cholesterol,hsa-miR-1307-3p,0.11515501245146091,0.06735940326782458,0.5270557030828024,Kendall
LDL,hsa-miR-1307-3p,0.12304353784946624,0.0507531185980298,0.4862134643994844,Kendall
HDL,hsa-miR-1307-3p,-0.033960131930418636,0.5906894762636281,0.9054593355479547,Kendall
TG,hsa-miR-1307-3p,0.007703218499579595,0.902718765267763,0.9815827069173628,Kendall
Creatinine,hsa-miR-1307-3p,-0.017075515009968935,0.78792474033813,0.964626193016168,Kendall
ALAT,hsa-miR-1307-3p,0.04053481596712195,0.52228993451816,0.8869091507336312,Kendall
ASAT,hsa-miR-1307-3p,0.055207879207858565,0.38825389264277704,0.821795876845406,Kendall
Glucose,hsa-miR-1307-3p,0.009875776951152512,0.8768536550503344,0.9782013774936752,Kendall
HbA1c,hsa-miR-1307-3p,0.01945313750556517,0.8156082402595265,0.9685801205789674,Kendall
Target_fibrotic,hsa-miR-1307-3p,0.049932887705342585,0.6208723477556171,0.918637639999598,Kendall
Target_lipidic,hsa-miR-1307-3p,-0.06926174746224939,0.49266391399395487,0.8757813019517214,Kendall
Target_necrotic,hsa-miR-1307-3p,-0.01288994534078101,0.8984300126417937,0.9815827069173628,Kendall
Target_Calcific,hsa-miR-1307-3p,0.003221476626151135,0.9745433411170541,0.9953994507338395,Kendall
Age,hsa-miR-130a-3p,-0.1983882226019164,8.517142330352182e-4,0.1211285777645569,Kendall
BMI,hsa-miR-130a-3p,0.013794273928540953,0.8140224136508384,0.9685801205789674,Kendall
WBC,hsa-miR-130a-3p,0.07534961851856001,0.19896063207934625,0.6880139824610397,Kendall
RBC,hsa-miR-130a-3p,0.08428012778867464,0.15055465027684725,0.6351832148861086,Kendall
HGB,hsa-miR-130a-3p,0.06210450531760256,0.29299055120163453,0.7645568176052013,Kendall
HCT,hsa-miR-130a-3p,0.02546096130624263,0.6648634079684714,0.9299217747778076,Kendall
PLT,hsa-miR-130a-3p,0.05537511271367689,0.34481959215605185,0.8017574011869193,Kendall
